employer,submit date,start date,case status,job title,base salary,salary to,city,state
supreme tech solutions llc,2/6/2013,2/15/2013,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,2/12/2013,2/12/2013,certified,software analyst,65000,,fort washington,pa
new england it associates inc,2/21/2013,7/20/2013,certified,software analyst,65000,,wellesley,ma
new england it associates inc,2/21/2013,7/20/2013,certified,software analyst,65000,,rensselear,ny
supreme tech solutions llc,3/5/2013,3/5/2013,certified,software analyst,65000,,sugar land,tx
new england it associates inc,3/12/2013,8/25/2013,certified,software analyst,65000,,omaha,ne
supreme tech solutions llc,3/13/2013,9/11/2013,certified,software analyst,65000,,overland park,ks
supreme tech solutions llc,3/13/2013,3/13/2013,certified,software analyst,65000,,des moines,ia
supreme tech solutions llc,3/14/2013,3/14/2013,certified,software analyst,65000,,des moines,ia
supreme tech solutions llc,3/14/2013,9/11/2013,certified,software analyst,65000,,des moines,ia
supreme tech solutions llc,3/14/2013,9/11/2013,certified,software analyst,65000,,urbandale,ia
enshire inc,3/19/2013,9/16/2013,certified,software analyst,65000,,bellevue,wa
enshire inc,3/19/2013,9/16/2013,certified,software analyst,65000,,tukwila,wa
enshire inc,3/19/2013,9/16/2013,certified,software analyst,65000,,bellevue,wa
enshire inc,3/19/2013,9/16/2013,certified,software analyst,65000,,bellevue,wa
intergraph corporation,3/19/2013,9/18/2013,certified,software analyst,65000,,madison,al
enshire inc,3/20/2013,9/16/2013,certified,software analyst,65000,,bellevue,wa
new england it associates inc,3/21/2013,9/20/2013,certified,software analyst,65000,,jacksonville,fl
cadatasoft inc,3/21/2013,9/20/2013,certified,software analyst,65000,,franklin lakes,nj
supreme tech solutions llc,4/3/2013,4/3/2013,certified,software analyst,65000,,portland,or
supreme tech solutions llc,4/19/2013,4/29/2013,certified,software analyst,65000,,dallas,tx
new england it associates inc,5/2/2013,5/13/2013,certified,software analyst,65000,,albany,ny
new england it associates inc,5/9/2013,6/3/2013,certified,software analyst,65000,,albany,ny
silicus technologies inc,5/16/2013,5/17/2013,certified,software analyst,65000,,atlanta,ga
new england it associates inc,7/2/2013,8/1/2013,certified,software analyst,65000,,jefferson city,mo
supreme tech solutions llc,7/21/2013,12/22/2013,certified,software analyst,65000,,deerfield,il
supreme tech solutions llc,7/21/2013,9/23/2013,certified,software analyst,65000,,des moines,ia
supreme tech solutions llc,7/21/2013,9/21/2013,certified,software analyst,65000,,dallas,tx
supreme tech solutions llc,7/21/2013,9/21/2013,certified,software analyst,65000,,des moines,ia
new england it associates inc,7/24/2013,8/19/2013,certified,software analyst,65000,,albany,ny
supreme tech solutions llc,7/31/2013,9/21/2013,certified,software analyst,65000,,rockville,md
supreme tech solutions llc,8/8/2013,8/8/2013,certified,software analyst,65000,,lakeland,fl
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,65000,,st. louis,mo
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,65000,,dallas,tx
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,65000,,dallas,tx
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,65000,,woonsocket,ri
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,65000,,dallas,tx
supreme tech solutions llc,8/16/2013,10/1/2013,certified,software analyst,65000,,portland,or
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,65000,,dallas,tx
trellis technology solutions llc,8/25/2014,8/25/2014,certified,software analyst,65100,,southlake,tx
supreme tech solutions llc,2/11/2013,4/1/2013,certified,software analyst,65104,,urbandale,ia
citadel information services inc,7/22/2014,7/22/2014,certified,software analyst,65200,,ewing,nj
west corporation,5/19/2014,10/1/2014,certified,software analyst,65775.8,,mobile,ne
west corporation,5/30/2014,11/1/2014,withdrawn,software analyst,65775.8,,mobile,al
west corporation,6/2/2014,11/1/2014,certified,software analyst,65775.8,,mobile,ne
west corporation,6/30/2014,11/1/2014,certified,software analyst,65775.8,,mobile,al
data systems integration group inc,1/31/2013,2/7/2013,certified,software analyst,66000,,dublin,oh
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,66414,,richfield,mn
rs software (india) ltd,3/14/2013,9/10/2013,certified,software analyst,66685,,foster city,ca
rs software (india) ltd,3/14/2013,9/10/2013,certified,software analyst,66685,,foster city,ca
rs software (india) ltd,3/15/2013,9/13/2013,certified,software analyst,66685,,foster city,ca
sriven systems inc,10/30/2013,10/30/2013,certified,software analyst,67000,,jacksonville,fl
supreme tech solutions llc,8/7/2013,8/16/2013,withdrawn,software analyst,67038,,columbus,oh
supreme tech solutions llc,8/7/2013,8/16/2013,certified,software analyst,67038,,columbus,oh
supreme tech solutions llc,8/7/2013,8/16/2013,certified,software analyst,67038,,columbus,oh
supreme tech solutions llc,2/25/2013,4/18/2013,certified,software analyst,67371,,bothell,wa
trium corporation,7/11/2013,10/1/2013,certified,software analyst,67392,,morrisville,nc
supreme tech solutions llc,7/3/2013,7/31/2013,certified,software analyst,67434,,des moines,ia
supreme tech solutions llc,8/7/2013,9/23/2013,certified,software analyst,67434,,des moines,ia
supreme tech solutions llc,7/5/2013,9/23/2013,certified,software analyst,67558,,urbandale,ia
supreme tech solutions llc,4/10/2013,4/20/2013,certified,software analyst,68162,,dallas,tx
quantum vision llc,3/12/2014,9/6/2014,certified,software analyst,69000,,foster city,ca
target labs incorporated,6/21/2014,7/1/2014,certified,software analyst,69098,,bothell,wa
supreme tech solutions llc,7/21/2013,12/1/2013,certified,software analyst,69493,,fort washington,pa
thermo fisher scientific inc,10/6/2014,1/18/2015,certified,software analyst,69846,84480.48,pittsburgh,pa
supreme tech solutions llc,9/27/2012,10/8/2012,certified,software analyst,69930,,rockville,md
supreme tech solutions llc,2/5/2013,2/15/2013,certified,software analyst,69930,,urbandale,ia
supreme tech solutions llc,3/13/2013,9/10/2013,certified,software analyst,69930,,rockville,md
supreme tech solutions llc,4/11/2013,4/21/2013,certified,software analyst,69930,,dallas,tx
supreme tech solutions llc,4/19/2013,5/1/2013,certified,software analyst,69930,,rockville,md
supreme tech solutions llc,4/23/2013,7/8/2013,certified,software analyst,69930,,rockville,md
supreme tech solutions llc,5/10/2013,5/20/2013,certified,software analyst,69930,,rockville,md
target labs incorporated,11/26/2014,11/26/2014,certified,software analyst,70000,,warren,nj
target labs incorporated,11/26/2014,11/26/2014,certified,software analyst,70000,,baltimore,md
target labs incorporated,12/8/2014,12/8/2014,certified,software analyst,70000,,warren,nj
target labs incorporated,12/8/2014,12/8/2014,certified,software analyst,70000,,baltimore,md
target labs incorporated,12/9/2014,12/20/2014,certified,software analyst,70000,,chantilly,va
target labs incorporated,12/15/2014,12/30/2014,certified,software analyst,70000,,vienna,va
target labs incorporated,12/19/2014,12/19/2014,certified,software analyst,70000,,washington,dc
cynosure technologies llc,10/21/2013,10/22/2013,certified,software analyst,70000,,houston,tx
citadel information services inc,1/22/2014,1/28/2014,certified,software analyst,70000,,jersey city,nj
target labs incorporated,2/19/2014,2/28/2014,certified,software analyst,70000,,gaithersburg,md
target labs incorporated,2/24/2014,3/3/2014,certified,software analyst,70000,,warren,nj
target labs incorporated,2/27/2014,8/25/2014,certified,software analyst,70000,,vienna,va
target labs incorporated,7/24/2014,8/1/2014,certified,software analyst,70000,,woonsocket,ri
gcom software inc,8/13/2014,8/22/2014,certified,software analyst,70000,,madison,nj
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,70000,,rockville,md
supreme tech solutions llc,10/10/2012,10/10/2012,certified,software analyst,70000,,rockville,md
supreme tech solutions llc,10/12/2012,10/12/2012,certified,software analyst,70000,,rockville,md
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,70000,,richardson,tx
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,70000,,dallas,tx
supreme tech solutions llc,12/6/2012,12/6/2012,certified,software analyst,70000,,deerfield,il
supreme tech solutions llc,12/6/2012,12/6/2012,certified,software analyst,70000,,deerfield,il
larsen & toubro infotech limited,1/24/2013,1/31/2013,withdrawn,software analyst,70000,,jersey city,nj
supreme tech solutions llc,1/31/2013,1/31/2013,certified,software analyst,70000,,dallas,tx
supreme tech solutions llc,2/15/2013,2/15/2013,denied,software analyst,70000,,des moines,ia
supreme tech solutions llc,2/19/2013,2/19/2013,denied,software analyst,70000,,gaithersburg,md
supreme tech solutions llc,2/14/2013,2/14/2013,certified,software analyst,70000,,bothell,wa
supreme tech solutions llc,2/15/2013,2/15/2013,certified,software analyst,70000,,bothell,wa
supreme tech solutions llc,2/15/2013,2/15/2013,certified,software analyst,70000,,woonsocket,ri
supreme tech solutions llc,2/26/2013,2/26/2013,certified,software analyst,70000,,des moines,ia
supreme tech solutions llc,2/26/2013,2/26/2013,certified,software analyst,70000,,des moines,ia
supreme tech solutions llc,2/26/2013,2/26/2013,certified,software analyst,70000,,gaithersburg,md
supreme tech solutions llc,2/26/2013,2/26/2013,certified,software analyst,70000,,gaithersburg,md
supreme tech solutions llc,3/1/2013,3/1/2013,certified,software analyst,70000,,gaithersburg,md
supreme tech solutions llc,4/17/2013,4/17/2013,certified,software analyst,70000,,dallas,tx
supreme tech solutions llc,6/11/2013,6/12/2013,certified,software analyst,70000,,dallas,tx
west corporation,5/7/2014,9/18/2014,certified,software analyst,70035.93,,omaha,ne
west corporation,5/14/2014,9/18/2014,certified,software analyst,70035.93,,omaha,ne
supreme tech solutions llc,12/6/2012,12/6/2012,certified,software analyst,70491,,alexandria,va
supreme tech solutions llc,12/11/2012,12/11/2012,certified,software analyst,70491,,mclean,va
supreme tech solutions llc,3/13/2013,9/10/2013,certified,software analyst,70491,,vienna,va
target labs incorporated,6/25/2014,7/1/2014,certified,software analyst,70845,,dallas,tx
supreme tech solutions llc,7/22/2013,12/15/2013,certified,software analyst,70928,,rockville,md
supreme tech solutions llc,9/13/2013,10/1/2013,certified,software analyst,70928,,rockville,md
supreme tech solutions llc,4/18/2013,10/1/2013,certified,software analyst,70949,,columbus,oh
target labs incorporated,4/3/2014,4/13/2014,certified,software analyst,71718,,new braunfels,tx
target labs incorporated,4/10/2014,4/17/2014,certified,software analyst,71718,,gaithersburg,md
target labs incorporated,4/11/2014,4/17/2014,certified,software analyst,71718,,gaithersburg,md
target labs incorporated,4/24/2014,5/2/2014,certified,software analyst,71718,,san antonio,tx
target labs incorporated,9/5/2014,9/5/2014,certified,software analyst,71718,,ft. collins,co
target labs incorporated,10/17/2014,10/27/2014,certified,software analyst,72000,,vienna,va
supreme tech solutions llc,3/26/2014,3/26/2014,certified,software analyst,72000,,union,nj
sv it inc,5/27/2014,5/27/2014,certified,software analyst,72000,72000,cambridge,ma
west corporation,8/5/2014,10/1/2014,certified,software analyst,72000,,omaha,ne
target labs incorporated,9/2/2014,9/4/2014,certified,software analyst,72000,,vienna,va
target labs incorporated,9/17/2014,9/28/2014,certified,software analyst,72000,,vienna,va
supreme tech solutions llc,4/3/2013,4/3/2013,certified,software analyst,72000,,jersey city,nj
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,72000,,mclean,va
supreme tech solutions llc,9/6/2013,9/6/2013,certified,software analyst,72000,,vienna,va
supreme tech solutions llc,9/6/2013,9/6/2013,certified,software analyst,72000,,vienna,va
majescomastek,3/11/2014,9/6/2014,certified,software analyst,72624,,maple grove,mn
new england it associates inc,7/12/2013,8/20/2013,certified,software analyst,72779,,wellesley,ma
new england it associates inc,8/22/2013,9/2/2013,certified,software analyst,72779,,jefferson city,mo
supreme tech solutions llc,10/23/2013,10/23/2013,certified,software analyst,73000,,rockville,md
supreme tech solutions llc,10/23/2013,10/23/2013,certified,software analyst,73000,,rockville,md
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,73000,,walnut creek,ca
supreme tech solutions llc,10/23/2013,10/23/2013,certified,software analyst,73000,,rockville,md
supreme tech solutions llc,11/12/2013,11/12/2013,certified,software analyst,73000,,walnut creek,ca
supreme tech solutions llc,12/13/2013,12/13/2013,certified,software analyst,73000,,gaithersburg,md
scientia systems llc,3/10/2014,9/9/2014,certified,software analyst,73000,,burlington,ma
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,73000,,bethesda,md
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,73000,,washington,dc
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,73000,,gaithersburg,md
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,73000,,whippany,nh
enshire inc,3/12/2014,9/10/2014,certified,software analyst,73200,,bellevue,wa
enshire inc,3/12/2014,9/10/2014,certified,software analyst,73200,,bellevue,wa
enshire inc,3/19/2014,9/17/2014,certified,software analyst,73200,,seattle,wa
enshire inc,3/19/2014,9/10/2014,certified,software analyst,73200,,bellevue,wa
american unit inc,9/10/2013,9/29/2013,certified,software analyst,74475,,tempe,az
american unit inc,9/10/2013,9/19/2013,certified,software analyst,74475,,tempe,az
new england it associates inc,3/23/2013,9/22/2013,certified,software analyst,74651,,piscataway,nj
target labs incorporated,10/7/2014,10/10/2014,certified,software analyst,75000,,urbandale,ia
e-ring inc,10/24/2014,11/3/2014,certified,software analyst,75000,,alpharetta,ga
target labs incorporated,12/10/2014,12/20/2014,certified,software analyst,75000,,houston,tx
target labs incorporated,12/10/2014,12/20/2014,certified,software analyst,75000,,dallas,tx
target labs incorporated,5/16/2014,5/21/2014,certified,software analyst,75000,,gaithersburg,md
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,75000,,bellevue,wa
supreme tech solutions llc,10/24/2013,10/24/2013,certified,software analyst,75000,,san bruno,ca
supreme tech solutions llc,11/13/2013,11/13/2013,certified,software analyst,75000,,brisbane,ca
